Index,Name,PosX,PosY,Width,Height
1,Question 1,71.6693,178.8444,465.5215,99.9425
2,Question 2,67.7242,294.9465,470.1241,243.281
3,Question 3,65.0941,553.3504,470.7816,212.3777
