Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,53.2588,180.817,488.5346,141.366,
2,Question 2,53.9163,340.5934,483.9319,74.2993,
3,Question 3,53.9163,437.9058,487.2195,72.9843,
4,Question 4,53.2588,533.2457,488.5346,238.6784,
5,Question 5,51.9438,931.7005,483.9319,174.2418,
6,Question 6,51.9438,1120.4077,493.7947,247.2261,
