Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,57.2039,204.4875,474.7267,74.2993,
2,Question 2,58.5189,287.9921,474.0692,32.2183,
3,Question 3,56.5464,331.3882,479.9868,199.2274,
4,Question 4,57.2039,544.4234,476.6993,82.1895,
5,Question 5,61.149,634.5032,470.7816,99.9425,
6,Question 6,78.2444,1077.0116,468.1516,371.4967,
