Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,68.3817,176.8719,455.0012,107.1751,
2,Question 2,71.0118,300.4849,436.5908,142.681,
3,Question 3,69.6967,451.9529,441.1934,128.2157,
4,Question 4,69.6967,593.3188,456.9738,191.3372,
