Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,103.23,242.6235,493.1372,159.1189,
2,Question 2,99.9425,414.2352,495.7672,164.3791,
3,Question 3,101.915,587.8195,494.4522,178.1869,
4,Probleme V200,51.2863,1090.8194,549.0261,505.63,
