Index,Name,PosX,PosY,Width,Height
1,Question 1,55.8604,410.1751,496.3597,297.3902
2,Question 2,54.2644,932.603,492.1037,171.3053
3,Question 3,54.2644,1154.4486,497.4237,155.3452
4,Question 4,57.4564,1364.5902,494.7637,246.3178
5,Question 5,55.8604,1791.7894,491.0397,316.0104
6,Theorie,58.5204,222.3777,487.8476,148.9611
