Index,Name,PosX,PosY,Width,Height,Tags
1,Theorie,53.227,170.0817,460.6888,122.3609,
2,Question 1,54.4506,307.1259,474.1485,183.5414,
3,Question 2,53.8388,501.0679,310.1849,64.8513,
4,Question 3,52.0034,576.3199,330.9863,192.1066,
5,Question 4,51.3916,932.3902,414.8035,169.4699,
6,Question 5,53.227,1117.1551,167.0226,99.7241,
7,Question 6,52.0034,1230.339,491.2791,91.1589,
