Index,Name,PosX,PosY,Width,Height
1,Question 1,21.8108,184.3367,531.9029,79.504
2,Question 2,24.6251,273.6908,526.9779,97.0934
3,Question 3,23.218,382.7449,531.1993,116.0899
4,Question 4,22.5144,509.3885,527.6814,61.211
5,Question 5,21.8108,578.3389,529.0886,149.8615
6,Probleme V200,53.4717,1015.9627,482.6526,630.2442
-6,,30.2537,1610.3245,45.7324,55.5824
