Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,20.1896,201.2837,531.0464,214.1316,
2,Question 2,24.4722,424.5924,261.2406,88.0999,
3,Question 3,22.6368,523.0929,444.1701,207.4018,
4,Question 4,21.4132,986.229,524.3165,158.4574,
