Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,58.9792,197.3535,501.3233,102.0794,
2,Question 2,56.7108,325.1418,514.1777,105.8601,
3,Question 3,57.4669,457.6822,468.0529,62.0038,
4,Question 4,57.4669,543.8825,502.8355,134.5936,
5,Question 5,55.9546,700.4043,502.0794,53.6862,
