Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,66.6867,280.2065,437.4403,153.5629,
2,Question 2,67.2985,464.9715,464.9715,253.8989,
3,Question 3,68.5221,948.2971,466.1951,204.3427,
