Index,Name,PosX,PosY,Width,Height
1,Theorie,63.3085,189.3934,467.6315,51.0724
2,Question 1,61.1805,254.2979,471.8875,1194.8809
3,Question 2,60.1164,1457.1589,471.3555,711.2893
-3,,47.8804,1621.0161,520.2999,187.7974
4,Question 3,61.7125,2170.0442,467.6315,275.5781
5,Question 4,60.1164,2665.8719,472.9515,992.1874
-5,,46.8163,3327.1529,506.4678,201.6295
6,Question 5,62.7765,3660.7194,468.6955,504.8718
