Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,64.3725,225.0377,460.7154,535.728,
2,Question 2,55.3284,937.391,478.8036,1381.0823,
-2,,42.5603,1574.1998,532.004,228.7617,
3,Question 3,42.5603,2689.2801,486.7836,718.2054,
4,Question 4,72.3525,3574.0027,463.3755,541.58,
5,Question 5,56.3924,4428.9331,472.9515,634.126,
