Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,57.7471,208.6899,459.1179,130.3597,
2,Question 2,57.7471,373.9266,471.1247,170.3825,
3,Question 3,56.0318,567.1792,469.4094,177.8153,
4,Question 4,59.4623,959.4019,485.9903,224.1273,
