Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,19.068,205.8026,510.8901,70.3542,
2,Question 2,19.7255,291.9372,510.8901,146.6261,
3,Question 3,22.3556,452.7004,507.6025,108.4902,
4,Question 4,21.0405,576.3135,506.2875,124.2706,
