Index,Name,PosX,PosY,Width,Height
1,Question 1,11.0125,15.2951,555.5186,734.1655
-1,,12.2361,1.8354,267.3586,48.9444
2,Question 2,10.4007,879.1632,542.0589,792.8987
-2,,275.3121,1454.8713,282.6537,225.1441
3,Question 3,8.5653,1744.2548,543.2825,688.2801
-3,,278.3711,2022.0141,296.1134,442.9465
4,Probleme V200,10.4007,2700.5054,563.472,1247.4695
-4,,6.118,3355.4418,589.7796,143.1623
