Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,53.9163,224.8706,479.3293,119.0104,systeme_eq
2,Question 2,51.2863,364.9215,485.247,209.7477,probleme
3,Question 3,56.5464,598.9973,475.3842,172.9268,etude_fonction
4,Question 4,73.6418,944.1933,462.2339,243.9385,eq_log eq_exponentiel
5,Question 5,70.3542,1215.7475,461.5764,398.4548,etude_fonction graphique
6,Question 6,71.6693,1798.9644,464.2065,440.5359,probabilites binaire
