Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,19.7255,175.5568,514.8352,171.6117,
2,Question 2,21.698,353.7437,450.3986,103.23,
3,Question 3,19.7255,463.5857,491.8221,153.8588,
4,Question 4,19.7255,624.0196,443.8235,130.1882,
