Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,38.5633,177.6938,536.862,87.7127,
-1,,32.004,255.3629,73.3077,14.6615,
2,Question 2,40.766,257.9734,533.2457,179.5019,
-2,,514.0062,238.6195,68.6104,26.3006,
3,Question 3,36.5922,443.3072,536.3045,110.3484,
4,Question 4,35.4487,556.2601,535.161,207.5464,
