Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,50.3143,96.0545,374.4984,594.0516,
2,Question 2,41.1662,913.0899,476.8422,392.2227,
3,Question 3,44.025,1773.0068,497.9971,701.5412,
4,Question 4,35.4487,2636.3542,512.2909,585.8146,
