Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,58.3188,284.1614,469.9812,73.7562,
2,Question 2,54.3166,400.799,457.4026,134.362,
3,Question 3,56.6036,571.7532,469.9812,109.2049,
4,Question 4,60.0341,958.2584,471.1247,237.2776,
