Index,Name,PosX,PosY,Width,Height
1,Question 1,20.4159,191.3043,527.7883,272.9679
2,Question 2,21.9282,490.7372,534.5936,294.896
-2,,517.9584,756.1437,37.051,34.0265
3,Question 3,22.6843,1068.431,525.5198,232.8922
4,Question 4,23.4405,1323.3913,533.8374,206.4272
