Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,75.2826,236.4013,522.7564,165.3402,
2,Question 2,78.8004,410.888,517.8314,164.6366,
3,Question 3,77.3933,584.671,517.8314,180.8188,
4,Probleme V200,49.9538,1082.8023,548.0851,517.165,
