Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,25.7289,209.2617,525.4412,46.8838,
2,Question 2,24.5854,274.4416,524.2977,154.3734,
3,Question 3,21.7266,450.269,525.4412,132.075,
4,Question 4,21.1549,604.6424,523.1542,172.0977,
