Index,Name,PosX,PosY,Width,Height
1,Question 1,69.5652,204.9149,444.6125,164.8393
2,Question 2,70.3214,393.1947,441.5879,341.0208
3,Question 3,66.5406,930.8129,439.3195,427.6734
