Index,Name,PosX,PosY,Width,Height
1,Question 1,71.5811,212.2962,341.9988,77.6992
2,Question 2,72.1929,310.7967,215.3552,115.6311
3,Question 3,74.6402,448.4528,442.9465,218.4142
4,Question 4,79.5346,1076.1642,434.3812,146.8331
5,Question 5,81.37,1249.9167,323.6446,108.9012
6,Question 6,83.2054,1374.5573,434.9931,86.8762
