Section,Subject,Year,Season,Subtype,Name,Mission statement,Solution,Data,Oral
CB,ECOGN,2005,ETE,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2005_ETE_ENONCE.pdf,,,
CB,ECOGN,2006,ETE,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2006_ETE_ENONCE.pdf,,,
CB,ECOGN,2006,SEPT,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2006_SEPT_ENONCE.pdf,,,
CB,ECOGN,2007,ETE,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2007_ETE_ENONCE.pdf,,,
CB,ECOGN,2008,ETE,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2008_ETE_ENONCE.pdf,,,
CB,ECOGN,2008,ETE,REP,,exams/CB/CB_ECOGN/CB_ECOGN_2008_ETE_REP_ENONCE.pdf,,,
CB,ECOGN,2009,ETE,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2009_ETE_ENONCE.pdf,,,
CB,ECOGN,2010,ETE,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2010_ETE_ENONCE.pdf,,,
CB,ECOGN,2011,ETE,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2011_ETE_ENONCE.pdf,,,
CB,ECOGN,2012,ETE,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2012_ETE_ENONCE.pdf,,,
CB,ECOGN,2013,ETE,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2013_ETE_ENONCE.pdf,,,
CB,ECOGN,2013,ETE,REP,,exams/CB/CB_ECOGN/CB_ECOGN_2013_ETE_REP_ENONCE.pdf,,,
CB,ECOGN,2014,ETE,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2014_ETE_ENONCE.pdf,,,
CB,ECOGN,2015,ETE,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2015_ETE_ENONCE.pdf,,,
CB,ECOGN,2015,ETE,REP,,exams/CB/CB_ECOGN/CB_ECOGN_2015_ETE_REP_ENONCE.pdf,,,
CB,ECOGN,2016,ETE,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2016_ETE_ENONCE.pdf,,,
CB,ECOGN,2016,ETE,REP,,exams/CB/CB_ECOGN/CB_ECOGN_2016_ETE_REP_ENONCE.pdf,,,
CB,ECOGN,2016,SEPT,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2016_SEPT_ENONCE.pdf,,,
CB,ECOGN,2017,ETE,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2017_ETE_ENONCE.pdf,,,
CB,ECOGN,2017,ETE,REP,,exams/CB/CB_ECOGN/CB_ECOGN_2017_ETE_REP_ENONCE.pdf,,,
CB,ECOGN,2018,ETE,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2018_ETE_ENONCE.pdf,,,
CB,ECOGN,2018,ETE,REP,,exams/CB/CB_ECOGN/CB_ECOGN_2018_ETE_REP_ENONCE.pdf,,,
CB,ECOGN,2020,ETE,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2020_ETE_ENONCE.pdf,,,
CB,ECOGN,2020,SEPT,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2020_SEPT_ENONCE.pdf,,,
CB,ECOGN,2021,ETE,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2021_ETE_ENONCE.pdf,,,
CB,ECOGN,2022,ETE,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2022_ETE_ENONCE.pdf,,,
CB,ECOGN,2022,SEPT,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2022_SEPT_ENONCE.pdf,,,
CB,ECOGN,2023,ETE,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2023_ETE_ENONCE.pdf,,,
CB,ECOGN,2023,ETE,REP,,exams/CB/CB_ECOGN/CB_ECOGN_2023_ETE_REP_ENONCE.pdf,,,
CB,ECOGN,2023,SEPT,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2023_SEPT_ENONCE.pdf,,,
CB,ECOGN,2023,SEPT,REP,,exams/CB/CB_ECOGN/CB_ECOGN_2023_SEPT_REP_ENONCE.pdf,,,
CB,ECOGN,2024,ETE,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2024_ETE_ENONCE.pdf,,,
CB,ECOGN,2024,ETE,REP,,exams/CB/CB_ECOGN/CB_ECOGN_2024_ETE_REP_ENONCE.pdf,,,
CB,ECOGN,2024,SEPT,NORMAL,,exams/CB/CB_ECOGN/CB_ECOGN_2024_SEPT_ENONCE.pdf,,,
CB,FRANC,2004,ETE,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2004_ETE_ENONCE.pdf,,,
CB,FRANC,2006,ETE,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2006_ETE_ENONCE.pdf,,,
CB,FRANC,2007,ETE,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2007_ETE_ENONCE.pdf,,,
CB,FRANC,2007,ETE,REP,,exams/CB/CB_FRANC/CB_FRANC_2007_ETE_REP_ENONCE.pdf,,,
CB,FRANC,2007,SEPT,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2007_SEPT_ENONCE.pdf,,,
CB,FRANC,2008,ETE,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2008_ETE_ENONCE.pdf,,,
CB,FRANC,2008,ETE,REP,,exams/CB/CB_FRANC/CB_FRANC_2008_ETE_REP_ENONCE.pdf,,,
CB,FRANC,2009,ETE,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2009_ETE_ENONCE.pdf,,,
CB,FRANC,2010,ETE,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2010_ETE_ENONCE.pdf,,,
CB,FRANC,2011,ETE,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2011_ETE_ENONCE.pdf,,,
CB,FRANC,2012,ETE,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2012_ETE_ENONCE.pdf,,,
CB,FRANC,2012,ETE,REP,,exams/CB/CB_FRANC/CB_FRANC_2012_ETE_REP_ENONCE.pdf,,,
CB,FRANC,2013,ETE,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2013_ETE_ENONCE.pdf,,,
CB,FRANC,2014,ETE,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2014_ETE_ENONCE.pdf,,,
CB,FRANC,2014,ETE,REP,,exams/CB/CB_FRANC/CB_FRANC_2014_ETE_REP_ENONCE.pdf,,,
CB,FRANC,2015,ETE,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2015_ETE_ENONCE.pdf,,,
CB,FRANC,2015,ETE,REP,,exams/CB/CB_FRANC/CB_FRANC_2015_ETE_REP_ENONCE.pdf,,,
CB,FRANC,2016,ETE,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2016_ETE_ENONCE.pdf,,,
CB,FRANC,2016,ETE,REP,,exams/CB/CB_FRANC/CB_FRANC_2016_ETE_REP_ENONCE.pdf,,,
CB,FRANC,2016,SEPT,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2016_SEPT_ENONCE.pdf,,,
CB,FRANC,2017,ETE,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2017_ETE_ENONCE.pdf,,,
CB,FRANC,2018,ETE,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2018_ETE_ENONCE.pdf,,,
CB,FRANC,2019,ETE,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2019_ETE_ENONCE.pdf,,,
CB,FRANC,2019,ETE,REP,,exams/CB/CB_FRANC/CB_FRANC_2019_ETE_REP_ENONCE.pdf,,,
CB,FRANC,2019,SEPT,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2019_SEPT_ENONCE.pdf,,,
CB,FRANC,2020,ETE,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2020_ETE_ENONCE.pdf,,,exams/CB/CB_FRANC/CB_FRANC_2020_ETE_ORAL.pdf
CB,FRANC,2020,SEPT,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2020_SEPT_ENONCE.pdf,,,
CB,FRANC,2021,ETE,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2021_ETE_ENONCE.pdf,,,
CB,FRANC,2022,ETE,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2022_ETE_ENONCE.pdf,,,
CB,FRANC,2022,ETE,REP,,exams/CB/CB_FRANC/CB_FRANC_2022_ETE_REP_ENONCE.pdf,,,
CB,FRANC,2022,SEPT,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2022_SEPT_ENONCE.pdf,,,
CB,FRANC,2023,ETE,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2023_ETE_ENONCE.pdf,,,
CB,FRANC,2023,ETE,REP,,exams/CB/CB_FRANC/CB_FRANC_2023_ETE_REP_ENONCE.pdf,,,
CB,FRANC,2023,SEPT,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2023_SEPT_ENONCE.pdf,,,
CB,FRANC,2023,SEPT,REP,,exams/CB/CB_FRANC/CB_FRANC_2023_SEPT_REP_ENONCE.pdf,,,
CB,FRANC,2024,ETE,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2024_ETE_ENONCE.pdf,,,
CB,FRANC,2024,SEPT,NORMAL,,exams/CB/CB_FRANC/CB_FRANC_2024_SEPT_ENONCE.pdf,,,
CB,HISTO,2005,ETE,NORMAL,,exams/CB/CB_HISTO/CB_HISTO_2005_ETE_ENONCE.pdf,,,
CB,HISTO,2006,ETE,NORMAL,,exams/CB/CB_HISTO/CB_HISTO_2006_ETE_ENONCE.pdf,,,
CB,HISTO,2006,ETE,REP,,exams/CB/CB_HISTO/CB_HISTO_2006_ETE_REP_ENONCE.pdf,,,
CB,HISTO,2007,ETE,NORMAL,,exams/CB/CB_HISTO/CB_HISTO_2007_ETE_ENONCE.pdf,,,
CB,HISTO,2007,ETE,REP,,exams/CB/CB_HISTO/CB_HISTO_2007_ETE_REP_ENONCE.pdf,,,
CB,HISTO,2008,ETE,NORMAL,,exams/CB/CB_HISTO/CB_HISTO_2008_ETE_ENONCE.pdf,,,
CB,HISTO,2008,ETE,REP,,exams/CB/CB_HISTO/CB_HISTO_2008_ETE_REP_ENONCE.pdf,,,
CB,HISTO,2009,ETE,NORMAL,,exams/CB/CB_HISTO/CB_HISTO_2009_ETE_ENONCE.pdf,,,
CB,HISTO,2010,ETE,NORMAL,,exams/CB/CB_HISTO/CB_HISTO_2010_ETE_ENONCE.pdf,,,
CB,HISTO,2011,ETE,NORMAL,,exams/CB/CB_HISTO/CB_HISTO_2011_ETE_ENONCE.pdf,,,
CB,HISTO,2012,ETE,NORMAL,,exams/CB/CB_HISTO/CB_HISTO_2012_ETE_ENONCE.pdf,,,
CB,HISTO,2012,ETE,REP,,exams/CB/CB_HISTO/CB_HISTO_2012_ETE_REP_ENONCE.pdf,,,
CB,HISTO,2013,ETE,NORMAL,,exams/CB/CB_HISTO/CB_HISTO_2013_ETE_ENONCE.pdf,,,
CB,HISTO,2014,ETE,NORMAL,,exams/CB/CB_HISTO/CB_HISTO_2014_ETE_ENONCE.pdf,,,
CB,HISTO,2015,ETE,NORMAL,,exams/CB/CB_HISTO/CB_HISTO_2015_ETE_ENONCE.pdf,,,
CB,HISTO,2015,ETE,REP,,exams/CB/CB_HISTO/CB_HISTO_2015_ETE_REP_ENONCE.pdf,,,
CB,HISTO,2016,ETE,NORMAL,,exams/CB/CB_HISTO/CB_HISTO_2016_ETE_ENONCE.pdf,exams/CB/CB_HISTO/CB_HISTO_2016_ETE_CORRIGE.pdf,,
CB,HISTO,2016,ETE,REP,,exams/CB/CB_HISTO/CB_HISTO_2016_ETE_REP_ENONCE.pdf,,,
CB,HISTO,2016,SEPT,NORMAL,,exams/CB/CB_HISTO/CB_HISTO_2016_SEPT_ENONCE.pdf,,,
CB,HISTO,2017,ETE,NORMAL,,exams/CB/CB_HISTO/CB_HISTO_2017_ETE_ENONCE.pdf,exams/CB/CB_HISTO/CB_HISTO_2017_ETE_CORRIGE.pdf,,
CB,HISTO,2018,ETE,NORMAL,,exams/CB/CB_HISTO/CB_HISTO_2018_ETE_ENONCE.pdf,,,
CB,HISTO,2020,ETE,NORMAL,,exams/CB/CB_HISTO/CB_HISTO_2020_ETE_ENONCE.pdf,,,
CB,HISTO,2020,SEPT,NORMAL,,exams/CB/CB_HISTO/CB_HISTO_2020_SEPT_ENONCE.pdf,,,
CB,HISTO,2021,ETE,NORMAL,,exams/CB/CB_HISTO/CB_HISTO_2021_ETE_ENONCE.pdf,,,
CB,HISTO,2022,ETE,NORMAL,,exams/CB/CB_HISTO/CB_HISTO_2022_ETE_ENONCE.pdf,,,
CB,HISTO,2022,SEPT,NORMAL,,exams/CB/CB_HISTO/CB_HISTO_2022_SEPT_ENONCE.pdf,,,
CB,INFOR,2006,ETE,NORMAL,PARTIE_PRATIQUE,exams/CB/CB_INFOR/CB_INFOR_2006_ETE_PARTIE_PRATIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2006_ETE_PARTIE_PRATIQUE_CORRIGE.pdf,,
CB,INFOR,2006,ETE,NORMAL,PARTIE_THEORIQUE,exams/CB/CB_INFOR/CB_INFOR_2006_ETE_PARTIE_THEORIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2006_ETE_PARTIE_THEORIQUE_CORRIGE.pdf,,
CB,INFOR,2007,ETE,NORMAL,PARTIE_PRATIQUE,exams/CB/CB_INFOR/CB_INFOR_2007_ETE_PARTIE_PRATIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2007_ETE_PARTIE_PRATIQUE_CORRIGE.pdf,,
CB,INFOR,2007,ETE,NORMAL,PARTIE_THEORIQUE,exams/CB/CB_INFOR/CB_INFOR_2007_ETE_PARTIE_THEORIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2007_ETE_PARTIE_THEORIQUE_CORRIGE.pdf,,
CB,INFOR,2007,SEPT,NORMAL,PARTIE_PRATIQUE,exams/CB/CB_INFOR/CB_INFOR_2007_SEPT_PARTIE_PRATIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2007_SEPT_PARTIE_PRATIQUE_CORRIGE.pdf,,
CB,INFOR,2007,SEPT,NORMAL,PARTIE_THEORIQUE,exams/CB/CB_INFOR/CB_INFOR_2007_SEPT_PARTIE_THEORIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2007_SEPT_PARTIE_THEORIQUE_CORRIGE.pdf,,
CB,INFOR,2008,ETE,NORMAL,PARTIE_PRATIQUE,exams/CB/CB_INFOR/CB_INFOR_2008_ETE_PARTIE_PRATIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2008_ETE_PARTIE_PRATIQUE_CORRIGE.pdf,,
CB,INFOR,2008,ETE,NORMAL,PARTIE_THEORIQUE,exams/CB/CB_INFOR/CB_INFOR_2008_ETE_PARTIE_THEORIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2008_ETE_PARTIE_THEORIQUE_CORRIGE.pdf,,
CB,INFOR,2008,SEPT,NORMAL,PARTIE_PRATIQUE,exams/CB/CB_INFOR/CB_INFOR_2008_SEPT_PARTIE_PRATIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2008_SEPT_PARTIE_PRATIQUE_CORRIGE.pdf,,
CB,INFOR,2008,SEPT,NORMAL,PARTIE_THEORIQUE,exams/CB/CB_INFOR/CB_INFOR_2008_SEPT_PARTIE_THEORIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2008_SEPT_PARTIE_THEORIQUE_CORRIGE.pdf,,
CB,INFOR,2009,ETE,NORMAL,PARTIE_PRATIQUE,exams/CB/CB_INFOR/CB_INFOR_2009_ETE_PARTIE_PRATIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2009_ETE_PARTIE_PRATIQUE_CORRIGE.pdf,,
CB,INFOR,2009,ETE,NORMAL,PARTIE_THEORIQUE,exams/CB/CB_INFOR/CB_INFOR_2009_ETE_PARTIE_THEORIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2009_ETE_PARTIE_THEORIQUE_CORRIGE.pdf,,
CB,INFOR,2009,SEPT,NORMAL,PARTIE_PRATIQUE,exams/CB/CB_INFOR/CB_INFOR_2009_SEPT_PARTIE_PRATIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2009_SEPT_PARTIE_PRATIQUE_CORRIGE.pdf,,
CB,INFOR,2009,SEPT,NORMAL,PARTIE_THEORIQUE,exams/CB/CB_INFOR/CB_INFOR_2009_SEPT_PARTIE_THEORIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2009_SEPT_PARTIE_THEORIQUE_CORRIGE.pdf,,
CB,INFOR,2010,ETE,NORMAL,PARTIE_PRATIQUE,exams/CB/CB_INFOR/CB_INFOR_2010_ETE_PARTIE_PRATIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2010_ETE_PARTIE_PRATIQUE_CORRIGE.pdf,,
CB,INFOR,2010,ETE,NORMAL,PARTIE_THEORIQUE,exams/CB/CB_INFOR/CB_INFOR_2010_ETE_PARTIE_THEORIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2010_ETE_PARTIE_THEORIQUE_CORRIGE.pdf,,
CB,INFOR,2011,ETE,NORMAL,PARTIE_PRATIQUE,exams/CB/CB_INFOR/CB_INFOR_2011_ETE_PARTIE_PRATIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2011_ETE_PARTIE_PRATIQUE_CORRIGE.pdf,,
CB,INFOR,2011,ETE,NORMAL,PARTIE_THEORIQUE,exams/CB/CB_INFOR/CB_INFOR_2011_ETE_PARTIE_THEORIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2011_ETE_PARTIE_THEORIQUE_CORRIGE.pdf,,
CB,INFOR,2012,ETE,NORMAL,PARTIE_PRATIQUE,exams/CB/CB_INFOR/CB_INFOR_2012_ETE_PARTIE_PRATIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2012_ETE_PARTIE_PRATIQUE_CORRIGE.pdf,,
CB,INFOR,2012,ETE,NORMAL,PARTIE_THEORIQUE,exams/CB/CB_INFOR/CB_INFOR_2012_ETE_PARTIE_THEORIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2012_ETE_PARTIE_THEORIQUE_CORRIGE.pdf,,
CB,INFOR,2013,ETE,NORMAL,PARTIE_PRATIQUE,exams/CB/CB_INFOR/CB_INFOR_2013_ETE_PARTIE_PRATIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2013_ETE_PARTIE_PRATIQUE_CORRIGE.pdf,,
CB,INFOR,2013,ETE,NORMAL,PARTIE_THEORIQUE,exams/CB/CB_INFOR/CB_INFOR_2013_ETE_PARTIE_THEORIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2013_ETE_PARTIE_THEORIQUE_CORRIGE.pdf,,
CB,INFOR,2013,SEPT,NORMAL,PARTIE_PRATIQUE,exams/CB/CB_INFOR/CB_INFOR_2013_SEPT_PARTIE_PRATIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2013_SEPT_PARTIE_PRATIQUE_CORRIGE.pdf,,
CB,INFOR,2013,SEPT,NORMAL,PARTIE_THEORIQUE,exams/CB/CB_INFOR/CB_INFOR_2013_SEPT_PARTIE_THEORIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2013_SEPT_PARTIE_THEORIQUE_CORRIGE.pdf,,
CB,INFOR,2014,ETE,NORMAL,PARTIE_PRATIQUE,exams/CB/CB_INFOR/CB_INFOR_2014_ETE_PARTIE_PRATIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2014_ETE_PARTIE_PRATIQUE_CORRIGE.pdf,,
CB,INFOR,2014,ETE,NORMAL,PARTIE_THEORIQUE,exams/CB/CB_INFOR/CB_INFOR_2014_ETE_PARTIE_THEORIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2014_ETE_PARTIE_THEORIQUE_CORRIGE.pdf,,
CB,INFOR,2014,SEPT,NORMAL,PARTIE_PRATIQUE,exams/CB/CB_INFOR/CB_INFOR_2014_SEPT_PARTIE_PRATIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2014_SEPT_PARTIE_PRATIQUE_CORRIGE.pdf,,
CB,INFOR,2014,SEPT,NORMAL,PARTIE_THEORIQUE,exams/CB/CB_INFOR/CB_INFOR_2014_SEPT_PARTIE_THEORIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2014_SEPT_PARTIE_THEORIQUE_CORRIGE.pdf,,
CB,INFOR,2015,ETE,NORMAL,PARTIE_PRATIQUE,exams/CB/CB_INFOR/CB_INFOR_2015_ETE_PARTIE_PRATIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2015_ETE_PARTIE_PRATIQUE_CORRIGE.pdf,,
CB,INFOR,2015,SEPT,NORMAL,PARTIE_THEORIQUE,exams/CB/CB_INFOR/CB_INFOR_2015_SEPT_PARTIE_THEORIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2015_SEPT_PARTIE_THEORIQUE_CORRIGE.pdf,,
CB,INFOR,2016,ETE,NORMAL,PARTIE_PRATIQUE,exams/CB/CB_INFOR/CB_INFOR_2016_ETE_PARTIE_PRATIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2016_ETE_PARTIE_PRATIQUE_CORRIGE.pdf,,
CB,INFOR,2016,ETE,NORMAL,PARTIE_THEORIQUE,exams/CB/CB_INFOR/CB_INFOR_2016_ETE_PARTIE_THEORIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2016_ETE_PARTIE_THEORIQUE_CORRIGE.pdf,,
CB,INFOR,2016,SEPT,NORMAL,PARTIE_PRATIQUE,exams/CB/CB_INFOR/CB_INFOR_2016_SEPT_PARTIE_PRATIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2016_SEPT_PARTIE_PRATIQUE_CORRIGE.pdf,,
CB,INFOR,2016,SEPT,NORMAL,PARTIE_THEORIQUE,exams/CB/CB_INFOR/CB_INFOR_2016_SEPT_PARTIE_THEORIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2016_SEPT_PARTIE_THEORIQUE_CORRIGE.pdf,,
CB,INFOR,2017,ETE,NORMAL,PARTIE_PRATIQUE,exams/CB/CB_INFOR/CB_INFOR_2017_ETE_PARTIE_PRATIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2017_ETE_PARTIE_PRATIQUE_CORRIGE.pdf,,
CB,INFOR,2017,ETE,NORMAL,PARTIE_THEORIQUE,exams/CB/CB_INFOR/CB_INFOR_2017_ETE_PARTIE_THEORIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2017_ETE_PARTIE_THEORIQUE_CORRIGE.pdf,,
CB,INFOR,2017,ETE,REP,PARTIE_PRATIQUE,exams/CB/CB_INFOR/CB_INFOR_2017_ETE_REP_PARTIE_PRATIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2017_ETE_REP_PARTIE_PRATIQUE_CORRIGE.pdf,,
CB,INFOR,2017,ETE,REP,PARTIE_THEORIQUE,exams/CB/CB_INFOR/CB_INFOR_2017_ETE_REP_PARTIE_THEORIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2017_ETE_REP_PARTIE_THEORIQUE_CORRIGE.pdf,,
CB,INFOR,2018,ETE,NORMAL,PARTIE_PRATIQUE,exams/CB/CB_INFOR/CB_INFOR_2018_ETE_PARTIE_PRATIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2018_ETE_PARTIE_PRATIQUE_CORRIGE.pdf,,
CB,INFOR,2018,ETE,NORMAL,PARTIE_PRATIQUE_REDRESSEE,exams/CB/CB_INFOR/CB_INFOR_2018_ETE_PARTIE_PRATIQUE_REDRESSEE_ENONCE.pdf,,,
CB,INFOR,2018,ETE,NORMAL,PARTIE_THEORIQUE,exams/CB/CB_INFOR/CB_INFOR_2018_ETE_PARTIE_THEORIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2018_ETE_PARTIE_THEORIQUE_CORRIGE.pdf,,
CB,INFOR,2018,SEPT,NORMAL,PARTIE_THEORIQUE,exams/CB/CB_INFOR/CB_INFOR_2018_SEPT_PARTIE_THEORIQUE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2018_SEPT_PARTIE_THEORIQUE_CORRIGE.pdf,,
CB,INFOR,2019,ETE,NORMAL,,exams/CB/CB_INFOR/CB_INFOR_2019_ETE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2019_ETE_CORRIGE.pdf,,
CB,INFOR,2020,ETE,NORMAL,,exams/CB/CB_INFOR/CB_INFOR_2020_ETE_ENONCE.pdf,exams/CB/CB_INFOR/CB_INFOR_2020_ETE_CORRIGE.pdf,,
CB,INFOR,2020,SEPT,NORMAL,,exams/CB/CB_INFOR/CB_INFOR_2020_SEPT_ENONCE.pdf,,,
CB,INFOR,2021,ETE,NORMAL,,exams/CB/CB_INFOR/CB_INFOR_2021_ETE_ENONCE.pdf,,,
CB,INFOR,2022,ETE,NORMAL,,exams/CB/CB_INFOR/CB_INFOR_2022_ETE_ENONCE.pdf,,,
CB,INFOR,2022,SEPT,NORMAL,,exams/CB/CB_INFOR/CB_INFOR_2022_SEPT_ENONCE.pdf,,,
CB,LATIN,2005,ETE,NORMAL,,exams/CB/CB_LATIN/CB_LATIN_2005_ETE_ENONCE.pdf,exams/CB/CB_LATIN/CB_LATIN_2005_ETE_CORRIGE.pdf,,
CB,LATIN,2006,ETE,NORMAL,,exams/CB/CB_LATIN/CB_LATIN_2006_ETE_ENONCE.pdf,,,
CB,LATIN,2007,ETE,NORMAL,,exams/CB/CB_LATIN/CB_LATIN_2007_ETE_ENONCE.pdf,,,
CB,LATIN,2007,SEPT,NORMAL,,exams/CB/CB_LATIN/CB_LATIN_2007_SEPT_ENONCE.pdf,,,
CB,LATIN,2009,ETE,NORMAL,,exams/CB/CB_LATIN/CB_LATIN_2009_ETE_ENONCE.pdf,,,
CB,LATIN,2010,ETE,NORMAL,,exams/CB/CB_LATIN/CB_LATIN_2010_ETE_ENONCE.pdf,,,
CB,LATIN,2011,ETE,NORMAL,,exams/CB/CB_LATIN/CB_LATIN_2011_ETE_ENONCE.pdf,,,
CB,LATIN,2012,ETE,NORMAL,,exams/CB/CB_LATIN/CB_LATIN_2012_ETE_ENONCE.pdf,,,
CB,LATIN,2013,ETE,NORMAL,,exams/CB/CB_LATIN/CB_LATIN_2013_ETE_ENONCE.pdf,,,
CB,LATIN,2014,ETE,NORMAL,,exams/CB/CB_LATIN/CB_LATIN_2014_ETE_ENONCE.pdf,,,
CB,LATIN,2015,ETE,NORMAL,,exams/CB/CB_LATIN/CB_LATIN_2015_ETE_ENONCE.pdf,,,
CB,LATIN,2016,ETE,NORMAL,,exams/CB/CB_LATIN/CB_LATIN_2016_ETE_ENONCE.pdf,,,
CB,LATIN,2017,ETE,NORMAL,,exams/CB/CB_LATIN/CB_LATIN_2017_ETE_ENONCE.pdf,,,
CB,LATIN,2018,ETE,NORMAL,,exams/CB/CB_LATIN/CB_LATIN_2018_ETE_ENONCE.pdf,,,
