Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,33.913,1035.0435,539.1304,280,
2,Question 2,36.5217,1335.0435,542.6087,313.0435,
3,Question 3,26.087,185.2174,540,213.0435,
4,Question 4,32.1739,423.4783,540.8696,344.3478,
