Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,51.7831,184.4774,252.4428,131.8852,
2,Question 2,52.5923,350.3453,496.7945,333.354,
3,Question 3,48.5467,930.4783,486.276,141.5945,
4,Question 4,51.7831,1095.537,493.558,95.4752,
5,Question 5,51.7831,1216.7548,492.7489,199.9995,
6,Question 6,53.4014,1449.7789,417.5016,161.8223,
