Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,61.2476,963.327,493.0057,350.8507,
2,Question 2,61.2476,1821.5501,486.2004,208.6957,
3,Question 3,62.7599,2042.344,485.4442,223.0624,
4,Question 4,63.5161,2269.9433,483.9319,165.5955,
5,Question 5,63.7791,2657.9765,492.4797,210.4052,
6,Question 6,61.149,2875.6144,493.7947,228.8156,
