Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,61.149,170.9542,505.63,65.0941,
2,Question 2,60.4915,295.2248,502.9999,168.9817,
3,Question 3,59.1765,522.0679,507.6025,111.7778,
4,Question 4,61.149,934.9881,505.63,147.2836,
5,Question 5,61.149,1144.0782,507.6025,201.2,
