Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,42.2145,182.9296,515.1395,209.849,
2,Question 2,44.0499,392.1667,510.8568,140.1032,
3,Question 3,45.2735,539.6116,513.304,156.0102,
4,Question 4,44.6617,910.3652,515.7513,431.3222,
