Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,40.5945,180.8042,425.3844,122.9269,systeme_eq
2,Question 2,40.766,308.0967,507.6025,147.9412,probleme
3,Question 3,40.766,490.8862,437.9058,130.1882,eq_exponentiel eq_log
4,Question 4,40.1085,621.732,484.5895,110.4627,etude_fonction
5,Question 5,46.6837,905.104,391.2222,274.2017,etude_fonction graphique
6,Question 6,43.3961,1220.7293,433.3032,94.0248,probabilites cartes
7,Question 7,43.3961,1315.1812,485.9045,262.349,probabilites
