Index,Name,PosX,PosY,Width,Height
1,Question 1,42.7386,161.0915,527.9855,117.0379
2,Question 2,38.7935,294.5673,531.9306,167.0091
3,Question 3,36.1634,473.4117,537.8483,174.8993
