Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,53,959,492,182,
2,Question 2,51,1146,493,321,
3,Question 3,51,1471,494,112,
4,Question 4,51.3043,1784.8261,476.5217,93.913,
5,Question 5,50.4348,1938.7391,492.1739,100.8696,
6,Question 6,51.3043,2042.2174,490.4348,86.087,
