Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,52.6013,275.4993,481.3019,228.8156,
2,Question 2,51.2863,527.328,483.2744,196.5974,
3,Question 3,53.9163,952.0835,487.2195,426.728,
4,Question 4,53.2588,1398.9125,481.3019,211.7202,
