Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,30.9573,181.5224,533.31,279.3194,
2,Question 2,26.7359,472.8026,391.1878,235.6977,
3,Question 3,28.8466,1057.4736,513.6099,199.8154,
