Index,Name,PosX,PosY,Width,Height
1,Question 1,79.4737,192.6808,445.9675,326.4711
2,Question 2,78.3302,535.7328,447.6828,667.236
-2,,70.8974,737.5617,472.2682,197.8266
3,Question 3,85.763,1226.9825,438.5347,226.986
