Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,72.9843,191.3372,485.9045,70.3542,
2,Question 2,71.6693,272.8692,487.877,50.6287,
3,Question 3,72.3268,333.3607,488.5346,54.5738,
4,Question 4,72.9843,399.7699,485.247,171.6117,
5,Question 5,72.3268,581.2443,489.8496,177.5294,
6,Probleme V200,55.8889,1078.3266,528.6431,564.0734,
