Index,Name,PosX,PosY,Width,Height
1,Question 1,28.2732,176.8719,516.1502,130.1882
2,Question 2,27.6157,314.9503,520.7529,210.4052
3,Question 3,23.0131,533.4849,526.013,259.0614
