Index,Name,PosX,PosY,Width,Height
1,Question 1,61.1805,414.1917,437.4403,119.3019
2,Question 2,60.5687,584.2734,224.5323,132.1498
3,Question 3,55.0624,912.8124,482.102,303.4551
4,Question 4,56.8978,1267.0115,335.8807,187.824
5,Question 5,55.6742,1495.8264,527.9873,137.656
6,Theorie,59.345,253.8631,285.7127,106.454
