Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,53.9163,199.2274,208.4326,93.3673,
2,Question 2,53.9163,334.0182,451.7137,121.6405,
3,Question 3,53.2588,503.6574,443.1659,139.3934,
4,Question 4,54.5738,932.358,485.9045,278.1294,
5,Question 5,53.2588,1259.754,493.1372,314.2928,
