Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,54.4423,241.966,365.2174,124.7637,systeme_eq
2,Question 2,55.1985,389.414,496.7864,257.845,probleme
3,Question 3,53.6862,959.5463,436.2949,123.2514,etude_fonction
4,Question 4,53.6862,1102.4575,499.811,519.4707,etude_fonction graphique
5,Question 5,52.9301,1786.0113,435.5388,160.3025,eq_exponentiel eq_log
6,Question 6,50.6616,2003.7807,371.2665,135.3497,probabilites cartes
7,Question 7,50.6616,2155.414,498.2987,328.9225,probabilites
