Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,74.7953,251.5991,442.4873,196.882,
2,Question 2,72.8066,498.1988,449.9449,216.2719,
3,Question 3,76.2868,944.6635,396.747,137.2208,
4,Question 4,74.7953,1145.0257,423.0974,193.8989,
