Index,Name,PosX,PosY,Width,Height
1,Question 1,68.0529,206.4272,364.4612,198.8658
2,Question 2,66.5406,412.8544,434.0265,180.7183
3,Question 3,65.7845,600.3781,443.1002,598.1096
-3,,52.1739,762.949,468.0529,315.3119
