Index,Name,PosX,PosY,Width,Height
1,Question 1,43.8563,236.673,505.8601,134.5936
2,Question 2,46.1248,385.6333,507.3724,180.7183
3,Question 3,47.6371,584.555,508.8847,192.8166
-3,,41.1665,753.4054,546.3972,11.4351
