Index,Name,PosX,PosY,Width,Height,Tags
1,Question 1,58.9792,196.5974,493.0057,77.8828,
2,Question 2,61.2476,301.7013,485.4442,161.8147,
3,Question 3,61.2476,489.225,489.9811,211.7202,
4,Question 4,61.2476,919.4707,487.7127,126.276,
5,Question 5,60.4915,1068.431,488.4688,93.0057,
6,Question 6,63.5161,1185.6333,485.4442,241.2098,
