Index,Name,PosX,PosY,Width,Height
1,Question 1,69.6967,195.2823,391.2222,59.1765
2,Question 2,67.7242,267.6091,360.9764,149.9137
3,Question 3,68.3817,423.4405,465.5215,123.6131
4,Question 4,67.7242,556.2587,466.179,130.1882
5,Question 5,67.7242,947.4809,466.8365,183.447
